-0.000050,4.880000,0.960000
-0.000050,4.960000,0.920000
-0.000050,4.960000,0.920000
-0.000050,4.880000,0.880000
-0.000050,4.880000,0.800000
-0.000050,4.880000,0.880000
-0.000050,4.880000,0.880000
-0.000050,4.880000,0.840000
-0.000050,4.880000,0.880000
-0.000050,4.880000,0.840000
-0.000050,4.800000,0.760000
-0.000050,4.880000,0.760000
-0.000050,4.880000,0.760000
-0.000049,4.880000,0.720000
-0.000049,4.880000,0.760000
-0.000049,4.800000,0.720000
-0.000049,4.880000,0.720000
-0.000049,4.960000,0.720000
-0.000049,4.960000,0.720000
-0.000049,4.880000,0.680000
-0.000049,4.960000,0.680000
-0.000049,4.800000,0.640000
-0.000049,4.880000,0.680000
-0.000049,4.880000,0.680000
-0.000049,4.960000,0.600000
-0.000049,4.960000,0.600000
-0.000049,4.880000,0.640000
-0.000049,4.960000,0.640000
-0.000049,4.960000,0.640000
-0.000049,4.880000,0.600000
-0.000049,4.960000,0.600000
-0.000049,4.800000,0.560000
-0.000049,4.880000,0.560000
-0.000049,4.880000,0.560000
-0.000049,4.880000,0.600000
-0.000049,4.880000,0.560000
-0.000049,4.960000,0.520000
-0.000049,4.880000,0.560000
-0.000048,4.880000,0.560000
-0.000048,4.800000,0.520000
-0.000048,4.960000,0.560000
-0.000048,4.880000,0.480000
-0.000048,4.880000,0.520000
-0.000048,4.880000,0.480000
-0.000048,4.880000,0.480000
-0.000048,4.960000,0.480000
-0.000048,4.960000,0.480000
-0.000048,4.960000,0.440000
-0.000048,4.880000,0.440000
-0.000048,4.880000,0.400000
-0.000048,4.880000,0.440000
-0.000048,4.880000,0.400000
-0.000048,4.880000,0.400000
-0.000048,4.800000,0.400000
-0.000048,4.880000,0.400000
-0.000048,4.880000,0.440000
-0.000048,4.960000,0.400000
-0.000048,4.880000,0.400000
-0.000048,4.880000,0.320000
-0.000048,4.960000,0.360000
-0.000048,4.960000,0.360000
-0.000048,4.880000,0.360000
-0.000048,4.960000,0.360000
-0.000047,4.880000,0.360000
-0.000047,4.960000,0.400000
-0.000047,4.960000,0.360000
-0.000047,4.960000,0.360000
-0.000047,4.880000,0.360000
-0.000047,4.880000,0.360000
-0.000047,4.880000,0.320000
-0.000047,4.880000,0.320000
-0.000047,4.880000,0.360000
-0.000047,4.880000,0.320000
-0.000047,4.960000,0.280000
-0.000047,4.880000,0.280000
-0.000047,4.880000,0.320000
-0.000047,4.880000,0.360000
-0.000047,4.880000,0.280000
-0.000047,4.800000,0.280000
-0.000047,4.880000,0.280000
-0.000047,4.880000,0.280000
