CH1,N,CH2
-0.000045,4.800000,0.320000
-0.000045,4.880000,0.240000
-0.000045,4.960000,0.240000
-0.000045,4.880000,0.160000
-0.000045,4.800000,0.240000
-0.000045,4.800000,0.240000
-0.000045,4.880000,0.320000
-0.000045,4.880000,0.240000
-0.000045,4.960000,0.240000
-0.000045,4.880000,0.240000
-0.000045,4.960000,0.240000
-0.000045,4.880000,0.240000
-0.000045,4.880000,0.240000
-0.000044,4.960000,0.160000
-0.000044,4.880000,0.240000
-0.000044,4.800000,0.240000
-0.000044,4.880000,0.240000
-0.000044,4.880000,0.240000
-0.000044,4.960000,0.160000
-0.000044,4.960000,0.240000
-0.000044,4.880000,0.240000
-0.000044,4.960000,0.240000
-0.000044,4.960000,0.240000
-0.000044,4.880000,0.160000
-0.000044,4.880000,0.160000
-0.000044,4.880000,0.240000
-0.000044,4.800000,0.160000
-0.000044,4.960000,0.240000
-0.000044,4.960000,0.320000
-0.000044,4.880000,0.160000
-0.000044,4.800000,0.240000
-0.000044,4.880000,0.240000
-0.000044,4.800000,0.240000
-0.000044,4.960000,0.160000
-0.000044,4.960000,0.240000
-0.000044,4.880000,0.240000
-0.000044,4.880000,0.160000
-0.000044,4.880000,0.160000
-0.000043,4.880000,0.160000
-0.000043,4.960000,0.240000
-0.000043,4.880000,0.160000
-0.000043,4.960000,0.160000
-0.000043,4.880000,0.160000
-0.000043,4.880000,0.160000
-0.000043,4.800000,0.240000
-0.000043,4.880000,0.160000
-0.000043,4.880000,0.240000
-0.000043,4.960000,0.160000
-0.000043,4.880000,0.160000
-0.000043,4.880000,0.080000
-0.000043,4.960000,0.160000
-0.000043,4.800000,0.160000
-0.000043,4.880000,0.160000
-0.000043,4.880000,0.160000
-0.000043,4.880000,0.160000
-0.000043,4.880000,0.240000
-0.000043,4.880000,0.160000
-0.000043,4.960000,0.160000
-0.000043,4.880000,0.080000
-0.000043,4.960000,0.160000
-0.000043,4.880000,0.160000
-0.000043,4.960000,0.240000
-0.000043,4.960000,0.160000
-0.000042,4.880000,0.080000
-0.000042,4.880000,0.160000
-0.000042,4.880000,0.160000
-0.000042,4.880000,0.160000
-0.000042,4.960000,0.080000
-0.000042,4.960000,0.000000
-0.000042,4.800000,0.080000
-0.000042,4.880000,0.160000
-0.000042,4.880000,0.080000
-0.000042,4.880000,0.160000
-0.000042,4.800000,0.160000
-0.000042,4.880000,0.160000
-0.000042,4.800000,0.080000
-0.000042,4.880000,0.160000
-0.000042,4.880000,0.160000
-0.000042,4.880000,0.080000
-0.000042,4.800000,0.080000
-0.000042,4.800000,0.080000
-0.000042,4.960000,0.080000
-0.000042,4.960000,0.080000
-0.000042,4.960000,0.160000
-0.000042,4.800000,0.160000
-0.000042,4.960000,0.160000
-0.000042,4.960000,0.080000
-0.000042,4.800000,0.160000
-0.000041,4.880000,0.000000
-0.000041,4.960000,0.080000
-0.000041,4.880000,0.000000
-0.000041,4.880000,0.160000
-0.000041,4.880000,0.000000
-0.000041,4.800000,0.080000
-0.000041,4.880000,0.080000
-0.000041,4.960000,0.080000
-0.000041,4.880000,0.080000
-0.000041,4.880000,0.080000
-0.000041,4.800000,0.080000
-0.000041,4.880000,0.080000
-0.000041,4.880000,0.160000
-0.000041,4.880000,0.080000
-0.000041,4.880000,0.080000
-0.000041,4.800000,0.080000
-0.000041,4.880000,0.080000
-0.000041,4.960000,0.080000
-0.000041,4.960000,0.000000
-0.000041,4.960000,0.080000
-0.000041,4.800000,0.160000
-0.000041,4.880000,0.080000
-0.000041,4.800000,0.000000
-0.000041,4.960000,0.080000
-0.000041,4.880000,0.080000
-0.000040,4.880000,0.080000
-0.000040,4.880000,0.080000
-0.000040,4.880000,0.080000
-0.000040,4.880000,0.080000
-0.000040,4.960000,0.160000
-0.000040,4.800000,0.080000
-0.000040,4.960000,0.080000
-0.000040,4.880000,0.000000
-0.000040,4.880000,0.080000
-0.000040,4.880000,0.080000
-0.000040,4.880000,0.080000
-0.000040,4.800000,0.080000
-0.000040,4.960000,0.080000
-0.000040,4.880000,0.160000
-0.000040,5.040000,0.160000
-0.000040,4.800000,0.000000
-0.000040,4.800000,0.160000
-0.000040,4.960000,0.080000
-0.000040,4.880000,0.160000
-0.000040,5.040000,0.000000
-0.000040,4.960000,0.080000
-0.000040,4.880000,0.080000
-0.000040,4.960000,0.080000
-0.000040,4.960000,0.080000
-0.000040,4.880000,0.080000
-0.000039,4.880000,0.080000
-0.000039,4.880000,0.000000
-0.000039,4.880000,0.160000
-0.000039,4.880000,0.000000
-0.000039,4.880000,0.000000
-0.000039,4.800000,0.000000
-0.000039,4.880000,0.080000
-0.000039,4.800000,0.080000
-0.000039,4.960000,0.160000
-0.000039,4.880000,0.080000
-0.000039,4.960000,0.000000
-0.000039,4.960000,0.080000
-0.000039,4.800000,0.080000
-0.000039,4.800000,0.160000
-0.000039,4.880000,0.080000
-0.000039,4.960000,0.080000
-0.000039,4.880000,0.160000
-0.000039,4.800000,0.080000
-0.000039,4.880000,0.080000
-0.000039,4.960000,0.080000
-0.000039,4.880000,0.000000
-0.000039,4.960000,0.000000
-0.000039,4.880000,0.080000
-0.000039,4.960000,0.080000
-0.000039,4.880000,0.080000
-0.000038,4.800000,0.000000
-0.000038,4.960000,0.080000
-0.000038,4.880000,0.080000
-0.000038,4.880000,0.080000
-0.000038,4.880000,0.000000
-0.000038,4.960000,0.080000
-0.000038,4.880000,0.000000
-0.000038,4.880000,0.080000
-0.000038,4.880000,0.080000
-0.000038,4.960000,0.080000
-0.000038,4.960000,0.080000
-0.000038,4.880000,0.000000
-0.000038,4.800000,0.080000
-0.000038,4.800000,0.000000
-0.000038,4.880000,0.000000
-0.000038,4.880000,0.080000
-0.000038,4.880000,0.000000
-0.000038,4.880000,0.080000
-0.000038,4.800000,0.080000
-0.000038,4.960000,0.080000
-0.000038,4.880000,0.080000
-0.000038,4.960000,0.080000
-0.000038,4.960000,0.080000
-0.000038,4.880000,0.000000
-0.000038,4.880000,0.000000
-0.000037,4.880000,0.080000
-0.000037,4.880000,0.000000
-0.000037,4.880000,0.080000
-0.000037,4.880000,0.080000
-0.000037,4.880000,0.080000
-0.000037,4.880000,0.000000
-0.000037,4.880000,0.000000
-0.000037,4.800000,-0.080000
-0.000037,4.960000,0.080000
-0.000037,4.880000,0.080000
-0.000037,4.960000,0.080000
-0.000037,4.880000,0.080000
-0.000037,4.880000,0.000000
-0.000037,4.800000,0.000000
-0.000037,4.960000,0.000000
-0.000037,4.880000,0.000000
-0.000037,4.960000,0.000000
-0.000037,4.880000,0.000000
-0.000037,4.880000,0.080000
-0.000037,4.880000,0.080000
-0.000037,4.880000,0.080000
-0.000037,4.880000,0.080000
-0.000037,4.960000,0.080000
-0.000037,4.960000,0.000000
-0.000037,4.880000,0.000000
-0.000036,4.960000,0.080000
-0.000036,4.960000,0.080000
-0.000036,4.960000,0.080000
-0.000036,4.880000,0.160000
-0.000036,4.800000,0.080000
-0.000036,4.960000,0.080000
-0.000036,4.880000,0.160000
-0.000036,4.960000,0.080000
-0.000036,4.880000,0.080000
-0.000036,4.880000,0.080000
-0.000036,4.800000,0.080000
-0.000036,4.880000,0.000000
-0.000036,4.880000,0.080000
-0.000036,4.960000,0.080000
-0.000036,4.960000,0.000000
-0.000036,4.880000,0.080000
-0.000036,4.880000,0.080000
-0.000036,4.880000,0.080000
-0.000036,4.880000,0.000000
-0.000036,4.960000,0.000000
-0.000036,4.880000,0.000000
-0.000036,4.960000,0.080000
-0.000036,4.960000,0.000000
-0.000036,4.880000,0.000000
-0.000036,4.880000,0.080000
-0.000035,4.800000,0.000000
-0.000035,5.040000,0.080000
-0.000035,4.880000,0.080000
-0.000035,4.960000,0.000000
-0.000035,4.880000,0.080000
-0.000035,4.880000,0.080000
-0.000035,4.800000,0.080000
-0.000035,4.960000,0.000000
-0.000035,4.880000,0.000000
-0.000035,4.960000,0.080000
-0.000035,4.880000,0.000000
-0.000035,4.800000,0.080000
-0.000035,4.880000,0.080000
-0.000035,4.880000,0.080000
-0.000035,4.960000,0.000000
-0.000035,4.880000,0.080000
-0.000035,4.800000,0.080000
-0.000035,4.800000,0.080000
-0.000035,4.880000,0.000000
-0.000035,4.880000,0.000000
-0.000035,4.880000,0.080000
-0.000035,4.960000,0.080000
-0.000035,4.880000,0.000000
-0.000035,4.800000,0.080000
-0.000035,4.960000,-0.080000
-0.000034,4.880000,0.080000
-0.000034,4.800000,0.080000
-0.000034,4.880000,0.000000
-0.000034,4.880000,0.080000
-0.000034,4.800000,0.080000
-0.000034,4.880000,0.080000
-0.000034,4.960000,0.080000
-0.000034,4.880000,0.080000
-0.000034,4.880000,0.000000
-0.000034,4.960000,0.080000
-0.000034,4.880000,0.080000
-0.000034,4.800000,0.080000
-0.000034,4.800000,0.080000
-0.000034,4.800000,0.000000
-0.000034,4.960000,0.000000
-0.000034,4.800000,0.000000
-0.000034,4.960000,0.080000
-0.000034,4.800000,0.000000
-0.000034,4.880000,0.160000
-0.000034,4.880000,0.080000
-0.000034,4.960000,0.160000
-0.000034,4.960000,0.000000
-0.000034,4.880000,0.080000
-0.000034,4.800000,0.000000
-0.000034,4.880000,0.080000
-0.000033,4.880000,0.080000
-0.000033,4.880000,0.000000
-0.000033,4.960000,0.000000
-0.000033,4.960000,0.080000
-0.000033,4.880000,0.000000
-0.000033,4.880000,0.000000
-0.000033,4.880000,-0.080000
-0.000033,4.960000,0.080000
-0.000033,4.800000,0.080000
-0.000033,4.960000,0.000000
-0.000033,4.960000,0.000000
-0.000033,4.960000,0.000000
-0.000033,4.800000,0.080000
-0.000033,4.960000,0.000000
-0.000033,4.880000,0.080000
-0.000033,4.960000,0.080000
-0.000033,4.960000,0.000000
-0.000033,4.960000,0.000000
-0.000033,4.880000,0.080000
-0.000033,4.960000,0.080000
-0.000033,4.880000,-0.080000
-0.000033,4.960000,0.080000
-0.000033,4.880000,0.000000
-0.000033,4.960000,0.000000
-0.000033,4.880000,0.080000
-0.000032,4.880000,-0.080000
-0.000032,4.880000,0.080000
-0.000032,4.960000,0.080000
-0.000032,4.880000,0.000000
-0.000032,4.960000,0.000000
-0.000032,4.960000,0.080000
-0.000032,4.960000,0.000000
-0.000032,4.880000,-0.080000
-0.000032,4.960000,0.080000
-0.000032,4.800000,0.000000
-0.000032,4.880000,0.000000
-0.000032,4.880000,0.080000
-0.000032,4.880000,0.080000
-0.000032,4.880000,0.080000
-0.000032,4.880000,-0.080000
-0.000032,4.880000,0.080000
-0.000032,4.880000,0.000000
-0.000032,4.800000,0.000000
-0.000032,4.960000,0.080000
-0.000032,4.960000,0.000000
-0.000032,4.960000,0.080000
-0.000032,4.880000,0.000000
-0.000032,4.960000,0.000000
-0.000032,4.960000,0.080000
-0.000032,4.960000,0.000000
-0.000031,4.880000,0.000000
-0.000031,4.960000,0.080000
-0.000031,4.800000,0.000000
-0.000031,4.880000,0.000000
-0.000031,4.880000,0.000000
-0.000031,4.880000,0.000000
-0.000031,4.880000,0.000000
-0.000031,4.880000,0.000000
-0.000031,4.880000,0.000000
-0.000031,5.040000,0.080000
-0.000031,4.880000,0.080000
-0.000031,4.880000,0.000000
-0.000031,4.880000,0.000000
-0.000031,4.960000,0.000000
-0.000031,4.880000,0.080000
-0.000031,4.960000,0.000000
-0.000031,4.960000,0.080000
-0.000031,4.880000,0.080000
-0.000031,4.880000,0.000000
-0.000031,4.960000,0.000000
-0.000031,4.880000,0.080000
-0.000031,4.880000,0.080000
-0.000031,4.800000,0.080000
-0.000031,4.880000,0.000000
-0.000031,4.800000,0.000000
-0.000030,4.800000,0.000000
-0.000030,4.880000,0.080000
-0.000030,4.960000,0.080000
-0.000030,4.880000,0.080000
-0.000030,4.880000,0.000000
-0.000030,4.880000,0.000000
-0.000030,4.880000,0.080000
-0.000030,4.960000,0.000000
-0.000030,4.960000,0.000000
-0.000030,4.880000,0.000000
-0.000030,4.960000,0.080000
-0.000030,4.880000,0.080000
-0.000030,4.880000,0.000000
-0.000030,4.960000,0.000000
-0.000030,4.960000,0.000000
-0.000030,4.960000,0.080000
-0.000030,4.880000,0.000000
-0.000030,4.880000,0.000000
-0.000030,4.880000,0.080000
-0.000030,4.880000,0.000000
-0.000030,4.880000,0.080000
-0.000030,4.880000,0.000000
-0.000030,4.880000,0.000000
-0.000030,4.880000,0.160000
-0.000030,4.880000,0.000000
-0.000029,4.880000,0.080000
-0.000029,4.960000,0.000000
-0.000029,4.880000,0.080000
-0.000029,4.880000,0.000000
-0.000029,4.880000,-0.080000
-0.000029,4.880000,0.000000
-0.000029,4.880000,0.000000
-0.000029,4.880000,-0.080000
-0.000029,4.880000,0.000000
-0.000029,4.960000,0.000000
-0.000029,4.960000,-0.080000
-0.000029,4.880000,0.080000
-0.000029,4.880000,0.080000
-0.000029,4.800000,0.080000
-0.000029,4.880000,0.000000
-0.000029,4.960000,0.080000
-0.000029,4.960000,0.000000
-0.000029,4.800000,0.000000
-0.000029,4.880000,0.000000
-0.000029,4.880000,0.000000
-0.000029,4.960000,0.080000
-0.000029,4.880000,0.080000
-0.000029,4.880000,-0.080000
-0.000029,4.800000,0.000000
-0.000029,4.880000,0.000000
-0.000028,4.960000,0.000000
-0.000028,4.960000,0.000000
-0.000028,4.960000,0.000000
-0.000028,4.960000,0.000000
-0.000028,4.880000,0.080000
-0.000028,4.960000,0.160000
-0.000028,4.880000,0.080000
-0.000028,4.880000,-0.080000
-0.000028,4.800000,0.000000
-0.000028,4.880000,0.000000
-0.000028,4.880000,0.080000
-0.000028,4.960000,0.080000
-0.000028,4.880000,0.080000
-0.000028,4.800000,0.160000
-0.000028,4.880000,0.080000
-0.000028,4.880000,0.080000
-0.000028,4.880000,-0.080000
-0.000028,4.880000,0.000000
-0.000028,4.880000,0.000000
-0.000028,4.880000,0.080000
-0.000028,4.880000,0.080000
-0.000028,4.880000,0.080000
-0.000028,4.800000,0.080000
-0.000028,4.880000,0.000000
-0.000028,1.440000,-0.240000
-0.000027,-0.080000,-0.480000
-0.000027,0.080000,-0.960000
-0.000027,0.080000,-1.280000
-0.000027,0.000000,-1.600000
-0.000027,-0.160000,-1.920000
-0.000027,0.000000,-2.080000
-0.000027,0.000000,-2.400000
-0.000027,0.000000,-2.640000
-0.000027,-0.080000,-2.720000
-0.000027,0.000000,-2.960000
-0.000027,-0.080000,-3.040000
-0.000027,0.000000,-3.120000
-0.000027,0.000000,-3.360000
-0.000027,-0.080000,-3.520000
-0.000027,0.000000,-3.600000
-0.000027,0.000000,-3.600000
-0.000027,0.000000,-3.680000
-0.000027,0.000000,-3.760000
-0.000027,-0.080000,-3.840000
-0.000027,-0.080000,-3.840000
-0.000027,0.000000,-3.840000
-0.000027,-0.080000,-4.000000
-0.000027,0.000000,-4.000000
-0.000027,0.000000,-3.920000
-0.000027,-0.080000,-3.920000
-0.000026,0.000000,-3.920000
-0.000026,0.000000,-4.000000
-0.000026,0.000000,-3.920000
-0.000026,0.000000,-3.920000
-0.000026,-0.080000,-3.840000
-0.000026,0.000000,-3.840000
-0.000026,-0.080000,-3.920000
-0.000026,-0.080000,-3.920000
-0.000026,0.080000,-3.840000
-0.000026,-0.080000,-3.840000
-0.000026,0.080000,-3.680000
-0.000026,0.000000,-3.840000
-0.000026,0.000000,-3.760000
-0.000026,0.000000,-3.760000
-0.000026,-0.080000,-3.600000
-0.000026,0.080000,-3.680000
-0.000026,0.000000,-3.600000
-0.000026,0.000000,-3.600000
-0.000026,0.000000,-3.600000
-0.000026,0.000000,-3.520000
-0.000026,-0.080000,-3.520000
-0.000026,0.000000,-3.440000
-0.000026,0.000000,-3.440000
-0.000026,0.000000,-3.360000
-0.000026,0.000000,-3.280000
-0.000025,-0.080000,-3.360000
-0.000025,0.000000,-3.280000
-0.000025,-0.080000,-3.280000
-0.000025,0.000000,-3.280000
-0.000025,0.000000,-3.120000
-0.000025,0.000000,-3.120000
-0.000025,-0.080000,-3.120000
-0.000025,-0.080000,-3.120000
-0.000025,-0.160000,-3.040000
-0.000025,0.000000,-2.960000
-0.000025,-0.080000,-2.880000
-0.000025,0.000000,-2.880000
-0.000025,0.000000,-2.880000
-0.000025,-0.080000,-2.880000
-0.000025,0.000000,-2.880000
-0.000025,0.000000,-2.800000
-0.000025,0.000000,-2.720000
-0.000025,0.000000,-2.720000
-0.000025,0.000000,-2.800000
-0.000025,0.000000,-2.640000
-0.000025,0.080000,-2.640000
-0.000025,0.080000,-2.640000
-0.000025,-0.080000,-2.480000
-0.000025,0.000000,-2.560000
-0.000025,0.000000,-2.480000
-0.000024,0.000000,-2.480000
-0.000024,-0.080000,-2.400000
-0.000024,0.000000,-2.400000
-0.000024,-0.080000,-2.320000
-0.000024,-0.080000,-2.240000
-0.000024,0.080000,-2.320000
-0.000024,-0.080000,-2.320000
-0.000024,0.000000,-2.240000
-0.000024,0.000000,-2.240000
-0.000024,0.000000,-2.160000
-0.000024,0.000000,-2.160000
-0.000024,-0.080000,-2.080000
-0.000024,0.000000,-2.160000
-0.000024,0.000000,-2.080000
-0.000024,0.080000,-2.000000
-0.000024,-0.080000,-2.160000
-0.000024,0.000000,-2.000000
-0.000024,0.000000,-2.080000
-0.000024,0.000000,-2.000000
-0.000024,0.000000,-1.920000
-0.000024,0.080000,-1.920000
-0.000024,-0.080000,-1.920000
-0.000024,0.000000,-1.840000
-0.000024,0.000000,-1.920000
-0.000024,0.000000,-1.760000
-0.000023,0.000000,-1.840000
-0.000023,0.080000,-1.760000
-0.000023,0.000000,-1.840000
-0.000023,0.000000,-1.680000
-0.000023,0.000000,-1.680000
-0.000023,0.000000,-1.680000
-0.000023,0.000000,-1.760000
-0.000023,0.000000,-1.600000
-0.000023,0.080000,-1.600000
-0.000023,0.000000,-1.520000
-0.000023,-0.080000,-1.600000
-0.000023,0.080000,-1.600000
-0.000023,-0.080000,-1.520000
-0.000023,-0.080000,-1.520000
-0.000023,0.000000,-1.600000
-0.000023,0.000000,-1.520000
-0.000023,0.000000,-1.520000
-0.000023,0.000000,-1.440000
-0.000023,-0.080000,-1.440000
-0.000023,-0.080000,-1.440000
-0.000023,0.000000,-1.440000
-0.000023,0.000000,-1.440000
-0.000023,0.000000,-1.360000
-0.000023,-0.080000,-1.360000
-0.000023,0.000000,-1.440000
-0.000022,0.000000,-1.360000
-0.000022,0.000000,-1.360000
-0.000022,0.000000,-1.200000
-0.000022,0.000000,-1.200000
-0.000022,0.000000,-1.200000
-0.000022,0.000000,-1.360000
-0.000022,0.000000,-1.200000
-0.000022,0.080000,-1.200000
-0.000022,0.000000,-1.200000
-0.000022,0.080000,-1.120000
-0.000022,0.000000,-1.120000
-0.000022,0.000000,-1.120000
-0.000022,-0.080000,-1.200000
-0.000022,0.000000,-1.120000
-0.000022,-0.080000,-1.200000
-0.000022,0.000000,-0.960000
-0.000022,0.000000,-1.120000
-0.000022,0.000000,-1.040000
-0.000022,0.080000,-1.120000
-0.000022,0.000000,-1.040000
-0.000022,0.000000,-1.120000
-0.000022,0.000000,-1.040000
-0.000022,0.000000,-1.040000
-0.000022,0.000000,-0.960000
-0.000022,0.080000,-0.960000
-0.000021,-0.080000,-0.960000
-0.000021,0.000000,-0.880000
-0.000021,0.000000,-0.880000
-0.000021,0.000000,-0.960000
-0.000021,0.000000,-0.960000
-0.000021,0.000000,-0.960000
-0.000021,0.000000,-0.880000
-0.000021,0.000000,-0.880000
-0.000021,-0.080000,-0.880000
-0.000021,0.000000,-0.880000
-0.000021,0.000000,-0.880000
-0.000021,0.080000,-0.720000
-0.000021,0.000000,-0.800000
-0.000021,0.000000,-0.880000
-0.000021,0.080000,-0.800000
-0.000021,0.000000,-0.800000
-0.000021,0.000000,-0.720000
-0.000021,0.000000,-0.800000
-0.000021,0.000000,-0.720000
-0.000021,0.000000,-0.720000
-0.000021,0.080000,-0.800000
-0.000021,0.080000,-0.640000
-0.000021,0.000000,-0.720000
-0.000021,0.000000,-0.640000
-0.000021,0.000000,-0.640000
-0.000020,0.000000,-0.640000
-0.000020,0.000000,-0.640000
-0.000020,0.000000,-0.640000
-0.000020,0.000000,-0.720000
-0.000020,0.000000,-0.640000
-0.000020,0.080000,-0.640000
-0.000020,0.000000,-0.560000
-0.000020,0.000000,-0.640000
-0.000020,0.000000,-0.560000
-0.000020,0.000000,-0.560000
-0.000020,0.080000,-0.560000
-0.000020,0.000000,-0.560000
-0.000020,0.080000,-0.560000
-0.000020,0.000000,-0.640000
-0.000020,0.000000,-0.640000
-0.000020,0.000000,-0.480000
-0.000020,0.000000,-0.560000
-0.000020,0.000000,-0.560000
-0.000020,0.080000,-0.480000
-0.000020,0.000000,-0.560000
-0.000020,0.000000,-0.560000
-0.000020,0.000000,-0.560000
-0.000020,0.080000,-0.480000
-0.000020,0.000000,-0.480000
-0.000020,0.080000,-0.560000
-0.000019,0.000000,-0.400000
-0.000019,0.080000,-0.560000
-0.000019,0.000000,-0.560000
-0.000019,0.000000,-0.480000
-0.000019,0.000000,-0.400000
-0.000019,0.000000,-0.480000
-0.000019,0.080000,-0.480000
-0.000019,-0.080000,-0.400000
-0.000019,0.000000,-0.400000
-0.000019,0.080000,-0.480000
-0.000019,0.000000,-0.320000
-0.000019,0.000000,-0.400000
-0.000019,0.000000,-0.400000
-0.000019,0.080000,-0.480000
-0.000019,0.000000,-0.320000
-0.000019,0.000000,-0.400000
-0.000019,0.000000,-0.400000
-0.000019,-0.080000,-0.480000
-0.000019,0.000000,-0.400000
-0.000019,0.000000,-0.400000
-0.000019,0.080000,-0.320000
-0.000019,0.000000,-0.320000
-0.000019,0.000000,-0.400000
-0.000019,0.000000,-0.480000
-0.000019,-0.080000,-0.400000
-0.000018,-0.080000,-0.400000
-0.000018,0.080000,-0.320000
-0.000018,0.000000,-0.320000
-0.000018,0.000000,-0.320000
-0.000018,0.000000,-0.400000
-0.000018,-0.080000,-0.400000
-0.000018,0.000000,-0.320000
-0.000018,-0.080000,-0.320000
-0.000018,0.000000,-0.320000
-0.000018,0.000000,-0.320000
-0.000018,0.080000,-0.320000
-0.000018,0.000000,-0.320000
-0.000018,0.000000,-0.240000
-0.000018,0.000000,-0.240000
-0.000018,0.000000,-0.240000
-0.000018,-0.080000,-0.320000
-0.000018,0.000000,-0.320000
-0.000018,0.000000,-0.240000
-0.000018,0.080000,-0.320000
-0.000018,0.000000,-0.320000
-0.000018,0.000000,-0.320000
-0.000018,0.000000,-0.240000
-0.000018,0.000000,-0.240000
-0.000018,-0.080000,-0.320000
-0.000018,0.000000,-0.320000
-0.000017,0.000000,-0.320000
-0.000017,0.080000,-0.320000
-0.000017,0.000000,-0.240000
-0.000017,0.000000,-0.240000
-0.000017,0.000000,-0.240000
-0.000017,0.000000,-0.320000
-0.000017,0.000000,-0.320000
-0.000017,0.000000,-0.160000
-0.000017,0.000000,-0.320000
-0.000017,0.080000,-0.240000
-0.000017,0.000000,-0.240000
-0.000017,0.000000,-0.240000
-0.000017,0.000000,-0.160000
-0.000017,0.000000,-0.240000
-0.000017,-0.080000,-0.160000
-0.000017,0.000000,-0.240000
-0.000017,-0.080000,-0.240000
-0.000017,-0.080000,-0.240000
-0.000017,0.000000,-0.160000
-0.000017,0.000000,-0.240000
-0.000017,0.080000,-0.240000
-0.000017,0.000000,-0.240000
-0.000017,0.000000,-0.160000
-0.000017,0.080000,-0.160000
-0.000017,0.000000,-0.240000
-0.000016,0.000000,-0.240000
-0.000016,0.000000,-0.240000
-0.000016,0.000000,-0.240000
-0.000016,0.080000,-0.240000
-0.000016,0.000000,-0.240000
-0.000016,0.000000,-0.160000
-0.000016,0.000000,-0.160000
-0.000016,0.000000,-0.080000
-0.000016,0.000000,-0.160000
-0.000016,0.000000,-0.080000
-0.000016,0.000000,-0.160000
-0.000016,0.080000,-0.160000
-0.000016,0.000000,-0.160000
